"CO"	"DISTRICT"	"LEA ID"	"EXPENDITURES"	"CURRENT EXPENSE ADA"	"CURRENT EXPENSE PER ADA"	"LEA TYPE"	"YEAR"
"11251"	"35"	"Aromas/San Juan Unified"	"75259"	"9.56816e+006"	"1191.16"	8032.64	"Unified"	2009
"11252"	"36"	"Adelanto Elementary"	"67587"	"5.42332e+007"	"7889.5"	6874.1	"Elementary"	2009
"11253"	"36"	"Alta Loma Elementary"	"67595"	"4.37856e+007"	"6244.76"	7011.58	"Elementary"	2009
"11254"	"36"	"Barstow Unified"	"67611"	"4.73531e+007"	"5849.2"	8095.65	"Unified"	2009
"11255"	"36"	"Bear Valley Unified"	"67637"	"2.17875e+007"	"2687.79"	8106.11	"Unified"	2009
"11256"	"36"	"Central Elementary"	"67645"	"2.99014e+007"	"4681.09"	6387.7	"Elementary"	2009
"11257"	"36"	"Chaffey Joint Union High"	"67652"	"1.76957e+008"	"23706.5"	7464.51	"High"	2009
"11258"	"36"	"Chino Valley Unified"	"67678"	"2.31159e+008"	"30688"	7532.57	"Unified"	2009
"11259"	"36"	"Colton Joint Unified"	"67686"	"1.75697e+008"	"22137.9"	7936.48	"Unified"	2009
"11260"	"36"	"Cucamonga Elementary"	"67694"	"1.87984e+007"	"2578.34"	7290.9	"Elementary"	2009
"11261"	"36"	"Etiwanda Elementary"	"67702"	"8.06012e+007"	"12287.4"	6559.66	"Elementary"	2009
"11262"	"36"	"Fontana Unified"	"67710"	"3.0279e+008"	"38913.6"	7781.07	"Unified"	2009
"11263"	"36"	"Helendale Elementary"	"67736"	"5.01781e+006"	"619"	8106.31	"Elementary"	2009
"11264"	"36"	"Morongo Unified"	"67777"	"7.05914e+007"	"8772.39"	8046.99	"Unified"	2009
"11265"	"36"	"Mountain View Elementary"	"67785"	"1.93872e+007"	"2778.8"	6976.81	"Elementary"	2009
"11266"	"36"	"Mt. Baldy Joint Elementary"	"67793"	"946741"	"101.25"	9350.52	"Elementary"	2009
"11267"	"36"	"Needles Unified"	"67801"	"9.29897e+006"	"929.02"	10009.4	"Unified"	2009
"11268"	"36"	"Ontario-Montclair Elementary"	"67819"	"1.84242e+008"	"22090.5"	8340.36	"Elementary"	2009
"11269"	"36"	"Oro Grande Elementary"	"67827"	"3.15175e+006"	"93.6"	33672.5	"Elementary"	2009
"11270"	"36"	"Redlands Unified"	"67843"	"1.52325e+008"	"20211.8"	7536.47	"Unified"	2009
"11271"	"36"	"Rialto Unified"	"67850"	"2.09541e+008"	"25458.3"	8230.75	"Unified"	2009
"11272"	"36"	"Rim of The World Unified"	"67868"	"3.34453e+007"	"4247.2"	7874.66	"Unified"	2009
"11273"	"36"	"San Bernardino City Unified"	"67876"	"4.89925e+008"	"48151.2"	10174.7	"Unified"	2009
"11274"	"36"	"Trona Joint Unified"	"67892"	"4.17641e+006"	"280.01"	14915.2	"Unified"	2009
"11275"	"36"	"Victor Elementary"	"67918"	"7.40152e+007"	"10983.2"	6738.96	"Elementary"	2009
"11276"	"36"	"Victor Valley Union High"	"67934"	"8.65235e+007"	"9831.34"	8800.79	"High"	2009
"11277"	"36"	"Yucaipa-Calimesa Joint Unified"	"67959"	"6.81915e+007"	"8981.95"	7592.06	"Unified"	2009
"11278"	"36"	"Baker Valley Unified"	"73858"	"2.56661e+006"	"204.79"	12532.9	"Unified"	2009
"11279"	"36"	"Silver Valley Unified"	"73890"	"2.49946e+007"	"2412.51"	10360.4	"Unified"	2009
"11280"	"36"	"Snowline Joint Unified"	"73957"	"5.6227e+007"	"8129.91"	6916.07	"Unified"	2009
"11281"	"36"	"Hesperia Unified"	"75044"	"1.48748e+008"	"19990.6"	7440.91	"Unified"	2009
"11282"	"36"	"Lucerne Valley Unified"	"75051"	"8.25896e+006"	"928.79"	8892.17	"Unified"	2009
"11283"	"36"	"Upland Unified"	"75069"	"8.29799e+007"	"11487.4"	7223.54	"Unified"	2009
"11284"	"36"	"Apple Valley Unified"	"75077"	"9.79881e+007"	"12946.6"	7568.64	"Unified"	2009
"11285"	"37"	"Alpine Union Elementary"	"67967"	"1.61439e+007"	"1976.59"	8167.57	"Elementary"	2009
"11286"	"37"	"Bonsall Union Elementary"	"67975"	"1.29163e+007"	"1765.25"	7316.99	"Elementary"	2009
"11287"	"37"	"Borrego Springs Unified"	"67983"	"5.96555e+006"	"452.07"	13196.1	"Unified"	2009
"11288"	"37"	"Cajon Valley Union Elementary"	"67991"	"1.19224e+008"	"15114.9"	7887.86	"Elementary"	2009
"11289"	"37"	"Cardiff Elementary"	"68007"	"6.86263e+006"	"712.57"	9630.82	"Elementary"	2009
"11290"	"37"	"Chula Vista Elementary"	"68023"	"1.84414e+008"	"22356.6"	8248.74	"Elementary"	2009
"11291"	"37"	"Coronado Unified"	"68031"	"2.53477e+007"	"2983.04"	8497.29	"Unified"	2009
"11292"	"37"	"Dehesa Elementary"	"68049"	"2.20994e+006"	"165"	13393.6	"Elementary"	2009
"11293"	"37"	"Del Mar Union Elementary"	"68056"	"3.88998e+007"	"4072.46"	9551.91	"Elementary"	2009
"11294"	"37"	"Encinitas Union Elementary"	"68080"	"4.73621e+007"	"5274.73"	8979.06	"Elementary"	2009
"11295"	"37"	"Escondido Union Elementary"	"68098"	"1.37066e+008"	"17266.6"	7938.18	"Elementary"	2009
"11296"	"37"	"Escondido Union High"	"68106"	"6.50881e+007"	"7641.81"	8517.36	"High"	2009
"11297"	"37"	"Fallbrook Union Elementary"	"68114"	"4.40211e+007"	"5445.61"	8083.77	"Elementary"	2009
"11298"	"37"	"Fallbrook Union High"	"68122"	"2.71233e+007"	"2693.95"	10068.2	"High"	2009
"11299"	"37"	"Grossmont Union High"	"68130"	"1.74457e+008"	"18708.5"	9325	"High"	2009
"11300"	"37"	"Jamul-Dulzura Union Elementary"	"68155"	"6.70032e+006"	"852.3"	7861.46	"Elementary"	2009
"11301"	"37"	"Julian Union Elementary"	"68163"	"5.36536e+006"	"352.55"	15218.7	"Elementary"	2009
"11302"	"37"	"Julian Union High"	"68171"	"2.7067e+006"	"166.05"	16300.5	"High"	2009
"11303"	"37"	"Lakeside Union Elementary"	"68189"	"3.38056e+007"	"3987.32"	8478.27	"Elementary"	2009
"11304"	"37"	"La Mesa-Spring Valley"	"68197"	"9.73747e+007"	"12067.6"	8069.13	"Elementary"	2009
"11305"	"37"	"Lemon Grove Elementary"	"68205"	"2.97509e+007"	"3709.87"	8019.38	"Elementary"	2009
"11306"	"37"	"Mountain Empire Unified"	"68213"	"1.51594e+007"	"1543.26"	9822.97	"Unified"	2009
"11307"	"37"	"National Elementary"	"68221"	"4.52412e+007"	"5565.95"	8128.22	"Elementary"	2009
"11308"	"37"	"Poway Unified"	"68296"	"2.34921e+008"	"32555.5"	7216.01	"Unified"	2009
"11309"	"37"	"Ramona City Unified"	"68304"	"4.91895e+007"	"6073.8"	8098.64	"Unified"	2009
"11310"	"37"	"Rancho Santa Fe Elementary"	"68312"	"9.49083e+006"	"664.29"	14287.2	"Elementary"	2009
"11311"	"37"	"San Diego Unified"	"68338"	"1.08822e+009"	"110420"	9855.25	"Unified"	2009
"11312"	"37"	"San Dieguito Union High"	"68346"	"9.79753e+007"	"12084.5"	8107.51	"High"	2009
"11313"	"37"	"San Pasqual Union Elementary"	"68353"	"4.24577e+006"	"543.48"	7812.19	"Elementary"	2009
"11314"	"37"	"Santee Elementary"	"68361"	"4.52129e+007"	"6209.3"	7281.48	"Elementary"	2009
"11315"	"37"	"San Ysidro Elementary"	"68379"	"3.98486e+007"	"4701.87"	8475.06	"Elementary"	2009
"11316"	"37"	"Solana Beach Elementary"	"68387"	"3.0536e+007"	"2748.02"	11112	"Elementary"	2009
"11317"	"37"	"South Bay Union Elementary"	"68395"	"66079335"	"7298.48"	9053.85	"Elementary"	2009
"11318"	"37"	"Spencer Valley Elementary"	"68403"	"1.50449e+006"	"29.3"	51347.9	"Elementary"	2009
"11319"	"37"	"Sweetwater Union High"	"68411"	"3.3726e+008"	"39163.9"	8611.51	"High"	2009
"11320"	"37"	"Vallecitos Elementary"	"68437"	"1.79828e+006"	"205.66"	8743.96	"Elementary"	2009
"11321"	"37"	"Vista Unified"	"68452"	"1.8372e+008"	"21558.6"	8521.89	"Unified"	2009
"11322"	"37"	"Carlsbad Unified"	"73551"	"8.24789e+007"	"10404.5"	7927.25	"Unified"	2009
"11323"	"37"	"Oceanside Unified"	"73569"	"1.61394e+008"	"19005.8"	8491.85	"Unified"	2009
"11324"	"37"	"San Marcos Unified"	"73791"	"1.29553e+008"	"17291"	7492.54	"Unified"	2009
"11325"	"37"	"Warner Unified"	"75416"	"2.83654e+006"	"184.93"	15338.4	"Unified"	2009
"11326"	"37"	"Valley Center-Pauma Unified"	"75614"	"3.61333e+007"	"4082.76"	8850.21	"Unified"	2009
"11327"	"38"	"San Francisco Unified"	"68478"	"4.73463e+008"	"48736.5"	9714.75	"Unified"	2009
"11328"	"39"	"Banta Elementary"	"68486"	"2.23482e+006"	"280.31"	7972.66	"Elementary"	2009
"11329"	"39"	"Escalon Unified"	"68502"	"2.1919e+007"	"2817.72"	7778.98	"Unified"	2009
"11330"	"39"	"Jefferson Elementary"	"68544"	"1.57328e+007"	"2428.82"	6477.56	"Elementary"	2009
"11331"	"39"	"Lammersville Elementary"	"68551"	"1.08959e+007"	"1765.91"	6170.14	"Elementary"	2009
"11332"	"39"	"Lincoln Unified"	"68569"	"5.72253e+007"	"8299.22"	6895.26	"Unified"	2009
"11333"	"39"	"Linden Unified"	"68577"	"1.74783e+007"	"2321.21"	7529.83	"Unified"	2009
"11334"	"39"	"Lodi Unified"	"68585"	"2.26426e+008"	"27739.1"	8162.71	"Unified"	2009
"11335"	"39"	"Manteca Unified"	"68593"	"1.45625e+008"	"21991.5"	6621.86	"Unified"	2009
"11336"	"39"	"New Hope Elementary"	"68619"	"1.71755e+006"	"203.29"	8448.77	"Elementary"	2009
"11337"	"39"	"New Jerusalem Elementary"	"68627"	"1275388"	"22.98"	55499.9	"Elementary"	2009
"11338"	"39"	"Oak View Union Elementary"	"68635"	"2.63671e+006"	"408.56"	6453.67	"Elementary"	2009
"11339"	"39"	"Ripon Unified"	"68650"	"1.87748e+007"	"2936.41"	6393.8	"Unified"	2009
"11340"	"39"	"Stockton Unified"	"68676"	"3.15505e+008"	"34144"	9240.42	"Unified"	2009
"11341"	"39"	"Tracy Joint Unified"	"75499"	"1.10321e+008"	"15474.1"	7129.4	"Unified"	2009
"11342"	"40"	"Atascadero Unified"	"68700"	"3.27941e+007"	"4596.51"	7134.56	"Unified"	2009
"11343"	"40"	"Cayucos Elementary"	"68726"	"2173257"	"207.12"	10492.7	"Elementary"	2009
"11344"	"40"	"Lucia Mar Unified"	"68759"	"7.50694e+007"	"10136.8"	7405.66	"Unified"	2009
"11345"	"40"	"Pleasant Valley Joint Union Elementary"	"68791"	"1.0245e+006"	"113.71"	9009.78	"Elementary"	2009
"11346"	"40"	"San Luis Coastal Unified"	"68809"	"6.56605e+007"	"6713.07"	9781	"Unified"	2009
"11347"	"40"	"San Miguel Joint Union Elementary"	"68825"	"3.94089e+006"	"516.58"	7628.8	"Elementary"	2009
"11348"	"40"	"Shandon Joint Unified"	"68833"	"3.14953e+006"	"281.5"	11188.4	"Unified"	2009
"11349"	"40"	"Templeton Unified"	"68841"	"1.53596e+007"	"2225.08"	6902.96	"Unified"	2009
"11350"	"40"	"Paso Robles Joint Unified"	"75457"	"5.01245e+007"	"6391.19"	7842.75	"Unified"	2009
"11351"	"40"	"Coast Unified"	"75465"	"9.87632e+006"	"716.96"	13775.3	"Unified"	2009
"11352"	"41"	"Bayshore Elementary"	"68858"	"3.59506e+006"	"404.66"	8884.15	"Elementary"	2009
"11353"	"41"	"Belmont-Redwood Shores Elementary"	"68866"	"2.59771e+007"	"2868.44"	9056.18	"Elementary"	2009
"11354"	"41"	"Brisbane Elementary"	"68874"	"5.9432e+006"	"558.87"	10634.3	"Elementary"	2009
"11355"	"41"	"Burlingame Elementary"	"68882"	"1.88173e+007"	"2557.96"	7356.36	"Elementary"	2009
"11356"	"41"	"Cabrillo Unified"	"68890"	"2.73608e+007"	"3214.42"	8511.89	"Unified"	2009
"11357"	"41"	"Hillsborough City Elementary"	"68908"	"1.96155e+007"	"1454.68"	13484.4	"Elementary"	2009
"11358"	"41"	"Jefferson Elementary"	"68916"	"4.17335e+007"	"5737.87"	7273.34	"Elementary"	2009
"11359"	"41"	"Jefferson Union High"	"68924"	"4.03307e+007"	"4716.86"	8550.32	"High"	2009
"11360"	"41"	"Pacifica School District"	"68932"	"2.20518e+007"	"3012.91"	7319.09	"Elementary"	2009
"11361"	"41"	"La Honda-Pescadero Unified"	"68940"	"3.68516e+006"	"336.81"	10941.4	"Unified"	2009
"11362"	"41"	"Las Lomitas Elementary"	"68957"	"1.5791e+007"	"1199.66"	13162.9	"Elementary"	2009
"11363"	"41"	"Menlo Park City Elementary"	"68965"	"2.68776e+007"	"2436.21"	11032.5	"Elementary"	2009
"11364"	"41"	"Millbrae Elementary"	"68973"	"1.56413e+007"	"2100.43"	7446.71	"Elementary"	2009
"11365"	"41"	"Portola Valley Elementary"	"68981"	"1.18972e+007"	"700.62"	16980.9	"Elementary"	2009
"11366"	"41"	"Ravenswood City Elementary"	"68999"	"3.47806e+007"	"2678.15"	12986.8	"Elementary"	2009
"11367"	"41"	"Redwood City Elementary"	"69005"	"7.49636e+007"	"8620.04"	8696.44	"Elementary"	2009
"11368"	"41"	"San Bruno Park Elementary"	"69013"	"2.08112e+007"	"2523.25"	8247.78	"Elementary"	2009
"11369"	"41"	"San Carlos Elementary"	"69021"	"2.22496e+007"	"2705.23"	8224.67	"Elementary"	2009
"11370"	"41"	"San Mateo-Foster City Elementary"	"69039"	"7.97194e+007"	"10249.9"	7777.6	"Elementary"	2009
"11371"	"41"	"San Mateo Union High"	"69047"	"9.35552e+007"	"7994.12"	11703	"High"	2009
"11372"	"41"	"Sequoia Union High"	"69062"	"9.33023e+007"	"7602.43"	12272.7	"High"	2009
"11373"	"41"	"South San Francisco Unified"	"69070"	"6.87317e+007"	"8949.97"	7679.55	"Unified"	2009
"11374"	"41"	"Woodside Elementary"	"69088"	"8.06572e+006"	"422.55"	19088.2	"Elementary"	2009
"11375"	"42"	"Ballard Elementary"	"69104"	"1.40255e+006"	"110.47"	12696.2	"Elementary"	2009
"11376"	"42"	"Blochman Union Elementary"	"69112"	"1.09118e+006"	"94.94"	11493.4	"Elementary"	2009
"11377"	"42"	"Santa Maria-Bonita Elementary"	"69120"	"9.80258e+007"	"13221.5"	7414.14	"Elementary"	2009
"11378"	"42"	"Buellton Union Elementary"	"69138"	"7.28833e+006"	"700.1"	10410.4	"Elementary"	2009
"11379"	"42"	"Carpinteria Unified"	"69146"	"2.17494e+007"	"2222.37"	9786.56	"Unified"	2009
"11380"	"42"	"Cold Spring Elementary"	"69161"	"2.8464e+006"	"167.09"	17035.1	"Elementary"	2009
"11381"	"42"	"College Elementary"	"69179"	"3.63991e+006"	"209.41"	17381.8	"Elementary"	2009
"11382"	"42"	"Goleta Union Elementary"	"69195"	"3.67385e+007"	"3563.42"	10309.9	"Elementary"	2009
"11383"	"42"	"Guadalupe Union Elementary"	"69203"	"8.01814e+006"	"1060.85"	7558.22	"Elementary"	2009
"11384"	"42"	"Hope Elementary"	"69211"	"8.32195e+006"	"927.67"	8970.81	"Elementary"	2009
"11385"	"42"	"Lompoc Unified"	"69229"	"7.04022e+007"	"9078.72"	7754.64	"Unified"	2009
"11386"	"42"	"Los Alamos Elementary"	"69237"	"1.55983e+006"	"211.97"	7358.71	"Elementary"	2009
"11387"	"42"	"Los Olivos Elementary"	"69245"	"1.50847e+006"	"238.14"	6334.36	"Elementary"	2009
"11388"	"42"	"Montecito Union Elementary"	"69252"	"8.21384e+006"	"390.24"	21048.2	"Elementary"	2009
"11389"	"42"	"Orcutt Union Elementary"	"69260"	"2.79178e+007"	"4165.44"	6702.24	"Elementary"	2009
"11390"	"42"	"Santa Maria Joint Union High"	"69310"	"5.80647e+007"	"7056.29"	8228.79	"High"	2009
"11391"	"42"	"Santa Ynez Valley Union High"	"69328"	"9.58462e+006"	"1003.97"	9546.72	"High"	2009
"11392"	"42"	"Solvang Elementary"	"69336"	"3.41464e+006"	"550.18"	6206.41	"Elementary"	2009
"11393"	"42"	"Vista Del Mar Union Elementary"	"69344"	"1.80709e+006"	"82.5"	21904.1	"Elementary"	2009
"11394"	"42"	"Cuyama Joint Unified"	"75010"	"2.58038e+006"	"249.83"	10328.5	"Unified"	2009
"11395"	"42"	"Santa Barbara School Districts"	"76406"	"1.15799e+008"	"13434.8"	8619.33	"Comm admin"	2009
"11396"	"43"	"Alum Rock Union Elementary"	"69369"	"1.08253e+008"	"12392.4"	8735.4	"Elementary"	2009
"11397"	"43"	"Berryessa Union Elementary"	"69377"	"5.91255e+007"	"8139.93"	7263.64	"Elementary"	2009
"11398"	"43"	"Cambrian Elementary"	"69385"	"2.534e+007"	"3116.14"	8131.85	"Elementary"	2009
"11399"	"43"	"Campbell Union Elementary"	"69393"	"5.70675e+007"	"7128.62"	8005.4	"Elementary"	2009
"11400"	"43"	"Campbell Union High"	"69401"	"6.34624e+007"	"7191.19"	8825.01	"High"	2009
"11401"	"43"	"Cupertino Union Elementary"	"69419"	"1.33913e+008"	"17643.9"	7589.73	"Elementary"	2009
"11402"	"43"	"East Side Union High"	"69427"	"2.03397e+008"	"23456.7"	8671.17	"High"	2009
"11403"	"43"	"Evergreen Elementary"	"69435"	"9.60586e+007"	"12948.8"	7418.36	"Elementary"	2009
"11404"	"43"	"Franklin-McKinley Elementary"	"69450"	"8.13823e+007"	"9617.89"	8461.56	"Elementary"	2009
"11405"	"43"	"Fremont Union High"	"69468"	"9.04394e+007"	"9860.49"	9171.89	"High"	2009
"11406"	"43"	"Gilroy Unified"	"69484"	"8.12443e+007"	"10324"	7869.49	"Unified"	2009
"11407"	"43"	"Lakeside Joint Elementary"	"69492"	"1.32192e+006"	"80.5"	16421.4	"Elementary"	2009
"11408"	"43"	"Loma Prieta Joint Union Elementary"	"69500"	"4.32903e+006"	"386.47"	11201.5	"Elementary"	2009
"11409"	"43"	"Los Altos Elementary"	"69518"	"4.0174e+007"	"4207.35"	9548.53	"Elementary"	2009
"11410"	"43"	"Los Gatos Union Elementary"	"69526"	"2.63985e+007"	"2835.29"	9310.69	"Elementary"	2009
"11411"	"43"	"Los Gatos-Saratoga Joint Union High"	"69534"	"3.52779e+007"	"3046.75"	11578.9	"High"	2009
"11412"	"43"	"Luther Burbank Elementary"	"69542"	"4.38096e+006"	"544.61"	8044.22	"Elementary"	2009
"11413"	"43"	"Moreland Elementary"	"69575"	"3.64985e+007"	"3974.75"	9182.6	"Elementary"	2009
"11414"	"43"	"Morgan Hill Unified"	"69583"	"6.37183e+007"	"8668.68"	7350.41	"Unified"	2009
"11415"	"43"	"Mountain View-Whisman Elementary"	"69591"	"3.98959e+007"	"4524.43"	8817.88	"Elementary"	2009
"11416"	"43"	"Mountain View-Los Altos Union High"	"69609"	"4.61905e+007"	"3510.74"	13156.9	"High"	2009
"11417"	"43"	"Mt. Pleasant Elementary"	"69617"	"2.20827e+007"	"2667.67"	8277.9	"Elementary"	2009
"11418"	"43"	"Oak Grove Elementary"	"69625"	"8.76219e+007"	"11196.3"	7825.96	"Elementary"	2009
"11419"	"43"	"Orchard Elementary"	"69633"	"6.41873e+006"	"828.55"	7746.94	"Elementary"	2009
"11420"	"43"	"Palo Alto Unified"	"69641"	"1.50512e+008"	"11252.2"	13376.1	"Unified"	2009
"11421"	"43"	"San Jose Unified"	"69666"	"2.81302e+008"	"30495.3"	9224.45	"Unified"	2009
"11422"	"43"	"Santa Clara Unified"	"69674"	"1.36049e+008"	"14102.1"	9647.42	"Unified"	2009
"11423"	"43"	"Saratoga Union Elementary"	"69682"	"2.31671e+007"	"2196.54"	10547.1	"Elementary"	2009
"11424"	"43"	"Sunnyvale Elementary"	"69690"	"5.71529e+007"	"6118.24"	9341.4	"Elementary"	2009
"11425"	"43"	"Union Elementary"	"69708"	"3.33289e+007"	"4583.79"	7271.03	"Elementary"	2009
"11426"	"43"	"Milpitas Unified"	"73387"	"6.93867e+007"	"9491.6"	7310.33	"Unified"	2009
"11427"	"44"	"Santa Cruz City Elementary/High"	"40261"	"5.80494e+007"	"6386.46"	9089.45	"Comm admin"	2009
"11428"	"44"	"Bonny Doon Union Elementary"	"69732"	"1.47485e+006"	"111.85"	13185.9	"Elementary"	2009
"11429"	"44"	"Happy Valley Elementary"	"69757"	"1.27035e+006"	"122.3"	10387.2	"Elementary"	2009
"11430"	"44"	"Live Oak Elementary"	"69765"	"1.45818e+007"	"1748.98"	8337.34	"Elementary"	2009
"11431"	"44"	"Mountain Elementary"	"69773"	"1.25824e+006"	"123.97"	10149.5	"Elementary"	2009
"11432"	"44"	"Pacific Elementary"	"69781"	"958245"	"97.97"	9781	"Elementary"	2009
"11433"	"44"	"Pajaro Valley Unified"	"69799"	"1.56108e+008"	"16837.6"	9271.4	"Unified"	2009
"11434"	"44"	"San Lorenzo Valley Unified"	"69807"	"1.84487e+007"	"2134.57"	8642.84	"Unified"	2009
"11435"	"44"	"Soquel Union Elementary"	"69849"	"1.32121e+007"	"1748.57"	7555.94	"Elementary"	2009
"11436"	"44"	"Scotts Valley Unified"	"75432"	"1.69779e+007"	"2467.78"	6879.82	"Unified"	2009
"11437"	"45"	"Anderson Union High"	"69856"	"1.54851e+007"	"1672.16"	9260.54	"High"	2009
"11438"	"45"	"Bella Vista Elementary"	"69872"	"3.24385e+006"	"392.82"	8257.84	"Elementary"	2009
"11439"	"45"	"Black Butte Union Elementary"	"69880"	"2.24245e+006"	"211.03"	10626.2	"Elementary"	2009
"11440"	"45"	"Cascade Union Elementary"	"69914"	"1.10953e+007"	"1336.89"	8299.31	"Elementary"	2009
"11441"	"45"	"Castle Rock Union Elementary"	"69922"	"732303"	"63.72"	11492.5	"Elementary"	2009
"11442"	"45"	"Columbia Elementary"	"69948"	"7.29621e+006"	"945.24"	7718.9	"Elementary"	2009
"11443"	"45"	"Cottonwood Union Elementary"	"69955"	"8.15875e+006"	"967.92"	8429.15	"Elementary"	2009
"11444"	"45"	"Enterprise Elementary"	"69971"	"2.74018e+007"	"3257.33"	8412.34	"Elementary"	2009
"11445"	"45"	"Fall River Joint Unified"	"69989"	"1.12393e+007"	"1066.81"	10535.4	"Unified"	2009
"11446"	"45"	"French Gulch-Whiskeytown Elementary"	"69997"	"303992"	"18.41"	16512.3	"Elementary"	2009
"11447"	"45"	"Grant Elementary"	"70003"	"4.52868e+006"	"580.26"	7804.57	"Elementary"	2009
"11448"	"45"	"Happy Valley Union Elementary"	"70011"	"4.30356e+006"	"489"	8800.74	"Elementary"	2009
"11449"	"45"	"Igo, Ono, Platina Union Elementary"	"70029"	"989973"	"83.48"	11858.8	"Elementary"	2009
"11450"	"45"	"Indian Springs Elementary"	"70037"	"509125"	"15.22"	33451	"Elementary"	2009
"11451"	"45"	"Junction Elementary"	"70045"	"2.84078e+006"	"285.9"	9936.27	"Elementary"	2009
"11452"	"45"	"Millville Elementary"	"70052"	"1.82736e+006"	"236.95"	7712.03	"Elementary"	2009
"11453"	"45"	"North Cow Creek Elementary"	"70078"	"2.28602e+006"	"263.7"	8669.03	"Elementary"	2009
"11454"	"45"	"Oak Run Elementary"	"70086"	"514256"	"20.94"	24558.6	"Elementary"	2009
"11455"	"45"	"Pacheco Union Elementary"	"70094"	"4.59004e+006"	"586.22"	7829.89	"Elementary"	2009
"11456"	"45"	"Redding Elementary"	"70110"	"2.55647e+007"	"2990.58"	8548.41	"Elementary"	2009
"11457"	"45"	"Shasta Union Elementary"	"70128"	"1.38213e+006"	"163.08"	8475.17	"Elementary"	2009
"11458"	"45"	"Shasta Union High"	"70136"	"4.08438e+007"	"4545.6"	8985.34	"High"	2009
"11459"	"45"	"Whitmore Union Elementary"	"70169"	"466347"	"18.54"	25153.6	"Elementary"	2009
"11460"	"45"	"Mountain Union Elementary"	"73700"	"912462"	"71.67"	12731.4	"Elementary"	2009
"11461"	"45"	"Gateway Unified"	"75267"	"2.2197e+007"	"2575.96"	8616.97	"Unified"	2009
"11462"	"46"	"Sierra-Plumas Joint Unified"	"70177"	"5.66703e+006"	"424.01"	13365.3	"Unified"	2009
"11463"	"47"	"Big Springs Union Elementary"	"70185"	"933987"	"74.31"	12568.8	"Elementary"	2009
"11464"	"47"	"Bogus Elementary"	"70193"	"189942"	"7.37"	25772.3	"Elementary"	2009
"11465"	"47"	"Butteville Union Elementary"	"70201"	"1.13869e+006"	"145.33"	7835.24	"Elementary"	2009
"11466"	"47"	"Delphic Elementary"	"70227"	"502280"	"57.38"	8753.57	"Elementary"	2009
"11467"	"47"	"Dunsmuir Elementary"	"70243"	"1.54071e+006"	"146.5"	10516.8	"Elementary"	2009
"11468"	"47"	"Dunsmuir Joint Union High"	"70250"	"1.24341e+006"	"91.2"	13633.9	"High"	2009
"11469"	"47"	"Forks of Salmon Elementary"	"70292"	"260783"	"11.32"	23037.4	"Elementary"	2009
"11470"	"47"	"Gazelle Union Elementary"	"70318"	"479463"	"52.24"	9178.09	"Elementary"	2009
"11471"	"47"	"Grenada Elementary"	"70326"	"1.31336e+006"	"158.23"	8300.32	"Elementary"	2009
"11472"	"47"	"Happy Camp Union Elementary"	"70334"	"1.28968e+006"	"100.26"	12863.3	"Elementary"	2009
"11473"	"47"	"Hornbrook Elementary"	"70359"	"649826"	"38.32"	16957.9	"Elementary"	2009
"11474"	"47"	"Junction Elementary"	"70367"	"224980"	"19.24"	11693.3	"Elementary"	2009
"11475"	"47"	"Klamath River Union Elementary"	"70375"	"260346"	"18.08"	14399.7	"Elementary"	2009
"11476"	"47"	"Little Shasta Elementary"	"70383"	"265479"	"26.68"	9950.5	"Elementary"	2009
"11477"	"47"	"McCloud Union Elementary"	"70409"	"727555"	"76.19"	9549.22	"Elementary"	2009
"11478"	"47"	"Montague Elementary"	"70417"	"1.3006e+006"	"140.92"	9229.33	"Elementary"	2009
"11479"	"47"	"Mt. Shasta Union Elementary"	"70425"	"4.47003e+006"	"571.34"	7823.77	"Elementary"	2009
"11480"	"47"	"Seiad Elementary"	"70458"	"340886"	"28.1"	12131.2	"Elementary"	2009
"11481"	"47"	"Siskiyou Union High"	"70466"	"6.6423e+006"	"654.24"	10152.7	"High"	2009
"11482"	"47"	"Weed Union Elementary"	"70482"	"2.58232e+006"	"290.78"	8880.68	"Elementary"	2009
"11483"	"47"	"Willow Creek Elementary"	"70490"	"470264"	"45.52"	10330.9	"Elementary"	2009
"11484"	"47"	"Yreka Union Elementary"	"70508"	"6.91549e+006"	"921.26"	7506.56	"Elementary"	2009
"11485"	"47"	"Yreka Union High"	"70516"	"6.59578e+006"	"632.17"	10433.5	"High"	2009
"11486"	"47"	"Butte Valley Unified"	"73684"	"3.48223e+006"	"295.05"	11802.2	"Unified"	2009
"11487"	"47"	"Scott Valley Unified"	"76455"	"7.17667e+006"	"670.52"	10703.1	"Unified"	2009
"11488"	"48"	"Benicia Unified"	"70524"	"3.40713e+007"	"4791.02"	7111.48	"Unified"	2009
"11489"	"48"	"Dixon Unified"	"70532"	"2.33004e+007"	"3706.07"	6287.08	"Unified"	2009
"11490"	"48"	"Fairfield-Suisun Unified"	"70540"	"1.54574e+008"	"20620"	7496.34	"Unified"	2009
"11491"	"48"	"Travis Unified"	"70565"	"3.71863e+007"	"5019.18"	7408.83	"Unified"	2009
"11492"	"48"	"Vacaville Unified"	"70573"	"7.83196e+007"	"11390.9"	6875.62	"Unified"	2009
"11493"	"48"	"Vallejo City Unified"	"70581"	"1.24932e+008"	"14231.5"	8778.57	"Unified"	2009
